Data prepared by Tyler R. & Dave F.,,,,
Data corresponds to inputs from 54 balancing authorities summed together post anomaly identification and imputation.,,,,
This provides coverage over all of CONUS.,,,,
The two excluded balancing authorities (SEC and OVEC) account for less than 0.1% of the CONUS total.,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,,,
year,month,day,hour,demand (MW)
2015,7,2,1,568722
2015,7,2,2,557117
2015,7,2,3,533966
2015,7,2,4,498200
2015,7,2,5,465082
2015,7,2,6,440472
2015,7,2,7,417331
2015,7,2,8,400606
2015,7,2,9,392760
2015,7,2,10,395103
2015,7,2,11,406601
2015,7,2,12,422374
2015,7,2,13,443030
2015,7,2,14,466242
2015,7,2,15,492214
2015,7,2,16,516794
2015,7,2,17,537718
2015,7,2,18,554893
2015,7,2,19,567065
2015,7,2,20,574560
2015,7,2,21,578297
2015,7,2,22,578569
2015,7,2,23,570842
2015,7,2,24,559217
2015,7,3,1,546822
2015,7,3,2,536093
2015,7,3,3,514132
2015,7,3,4,482484
2015,7,3,5,451473
2015,7,3,6,425981
2015,7,3,7,404355
2015,7,3,8,388383
2015,7,3,9,378891
2015,7,3,10,376316
2015,7,3,11,377980
2015,7,3,12,384799
2015,7,3,13,400959
2015,7,3,14,424778
2015,7,3,15,450747
2015,7,3,16,473497
2015,7,3,17,494443
2015,7,3,18,511923
2015,7,3,19,526295
2015,7,3,20,536895
2015,7,3,21,544709
2015,7,3,22,548259
2015,7,3,23,543495
2015,7,3,24,532709
2015,7,4,1,521819
2015,7,4,2,512130
2015,7,4,3,494071
2015,7,4,4,466142
2015,7,4,5,439068
2015,7,4,6,413423
2015,7,4,7,393505
2015,7,4,8,378625
2015,7,4,9,367737
2015,7,4,10,362324
2015,7,4,11,359586
2015,7,4,12,361237
2015,7,4,13,375389
2015,7,4,14,401537
2015,7,4,15,429908
2015,7,4,16,456781
2015,7,4,17,479689
2015,7,4,18,497564
2015,7,4,19,510332
2015,7,4,20,520177
2015,7,4,21,527436
2015,7,4,22,529277
2015,7,4,23,523336
2015,7,4,24,510472
2015,7,5,1,495131
2015,7,5,2,481386
2015,7,5,3,466016
2015,7,5,4,447440
2015,7,5,5,424852
2015,7,5,6,401690
2015,7,5,7,384094
2015,7,5,8,371050
2015,7,5,9,362236
2015,7,5,10,356849
2015,7,5,11,353017
2015,7,5,12,355589
2015,7,5,13,372569
2015,7,5,14,399398
2015,7,5,15,429502
2015,7,5,16,459121
2015,7,5,17,487031
2015,7,5,18,510832
2015,7,5,19,529031
2015,7,5,20,543004
2015,7,5,21,553135
2015,7,5,22,557699
2015,7,5,23,555628
2015,7,5,24,547072
2015,7,6,1,536345
2015,7,6,2,527950
2015,7,6,3,509641
2015,7,6,4,478953
2015,7,6,5,448569
2015,7,6,6,424253
2015,7,6,7,404399
2015,7,6,8,391515
2015,7,6,9,385452
2015,7,6,10,389928
2015,7,6,11,403060
2015,7,6,12,425398
2015,7,6,13,451724
2015,7,6,14,480906
2015,7,6,15,512500
2015,7,6,16,543740
2015,7,6,17,570939
2015,7,6,18,597076
2015,7,6,19,612826
2015,7,6,20,623207
2015,7,6,21,629217
2015,7,6,22,631551
2015,7,6,23,623927
2015,7,6,24,610006
2015,7,7,1,593760
2015,7,7,2,580617
2015,7,7,3,554540
2015,7,7,4,517377
2015,7,7,5,481790
2015,7,7,6,453016
2015,7,7,7,430213
2015,7,7,8,414315
2015,7,7,9,407432
2015,7,7,10,411391
2015,7,7,11,425451
2015,7,7,12,445946
2015,7,7,13,469279
2015,7,7,14,496949
2015,7,7,15,526610
2015,7,7,16,554772
2015,7,7,17,576051
2015,7,7,18,593630
2015,7,7,19,604637
2015,7,7,20,610363
2015,7,7,21,612084
2015,7,7,22,611453
2015,7,7,23,603191
2015,7,7,24,589752
2015,7,8,1,576923
2015,7,8,2,565624
2015,7,8,3,540940
2015,7,8,4,505914
2015,7,8,5,473325
2015,7,8,6,447163
2015,7,8,7,425666
2015,7,8,8,410315
2015,7,8,9,403359
2015,7,8,10,407135
2015,7,8,11,421248
2015,7,8,12,439231
2015,7,8,13,460609
2015,7,8,14,484644
2015,7,8,15,512253
2015,7,8,16,537800
2015,7,8,17,559628
2015,7,8,18,576904
2015,7,8,19,590182
2015,7,8,20,596629
2015,7,8,21,598654
2015,7,8,22,597117
2015,7,8,23,590857
2015,7,8,24,580066
2015,7,9,1,567980
2015,7,9,2,558482
2015,7,9,3,534860
2015,7,9,4,501057
2015,7,9,5,469743
2015,7,9,6,443605
2015,7,9,7,422481
2015,7,9,8,407057
2015,7,9,9,400204
2015,7,9,10,404723
2015,7,9,11,419595
2015,7,9,12,438205
2015,7,9,13,459837
2015,7,9,14,485880
2015,7,9,15,514326
2015,7,9,16,541615
2015,7,9,17,563843
2015,7,9,18,583362
2015,7,9,19,597777
2015,7,9,20,607816
2015,7,9,21,614323
2015,7,9,22,615635
2015,7,9,23,608579
2015,7,9,24,595281
2015,7,10,1,580129
2015,7,10,2,566440
2015,7,10,3,541903
2015,7,10,4,507352
2015,7,10,5,473921
2015,7,10,6,448399
2015,7,10,7,425129
2015,7,10,8,408692
2015,7,10,9,400536
2015,7,10,10,403208
2015,7,10,11,414882
2015,7,10,12,433610
2015,7,10,13,456763
2015,7,10,14,486012
2015,7,10,15,516886
2015,7,10,16,545916
2015,7,10,17,568676
2015,7,10,18,588213
2015,7,10,19,603619
2015,7,10,20,613283
2015,7,10,21,619716
2015,7,10,22,619916
2015,7,10,23,611272
2015,7,10,24,594635
2015,7,11,1,574107
2015,7,11,2,558638
2015,7,11,3,535630
2015,7,11,4,502752
2015,7,11,5,470749
2015,7,11,6,441835
2015,7,11,7,419799
2015,7,11,8,402766
2015,7,11,9,391623
2015,7,11,10,386747
2015,7,11,11,386475
2015,7,11,12,393097
2015,7,11,13,415610
2015,7,11,14,446751
2015,7,11,15,481844
2015,7,11,16,514731
2015,7,11,17,541375
2015,7,11,18,561678
2015,7,11,19,576510
2015,7,11,20,587517
2015,7,11,21,595076
2015,7,11,22,597462
2015,7,11,23,592358
2015,7,11,24,579574
2015,7,12,1,562958
2015,7,12,2,551006
2015,7,12,3,529478
2015,7,12,4,498912
2015,7,12,5,467696
2015,7,12,6,440267
2015,7,12,7,417704
2015,7,12,8,400221
2015,7,12,9,388730
2015,7,12,10,382572
2015,7,12,11,379656
2015,7,12,12,383133
2015,7,12,13,402371
2015,7,12,14,435187
2015,7,12,15,469430
2015,7,12,16,502183
2015,7,12,17,532594
2015,7,12,18,556879
2015,7,12,19,576093
2015,7,12,20,590498
2015,7,12,21,601935
2015,7,12,22,606670
2015,7,12,23,608086
2015,7,12,24,600975
2015,7,13,1,586838
2015,7,13,2,576241
2015,7,13,3,554503
2015,7,13,4,518705
2015,7,13,5,483125
2015,7,13,6,455972
2015,7,13,7,434463
2015,7,13,8,417928
2015,7,13,9,410257
2015,7,13,10,413591
2015,7,13,11,427815
2015,7,13,12,449150
2015,7,13,13,476516
2015,7,13,14,508498
2015,7,13,15,543025
2015,7,13,16,577317
2015,7,13,17,606396
2015,7,13,18,630493
2015,7,13,19,647790
2015,7,13,20,659944
2015,7,13,21,668021
2015,7,13,22,671537
2015,7,13,23,666730
2015,7,13,24,653206
2015,7,14,1,636620
2015,7,14,2,619464
2015,7,14,3,588389
2015,7,14,4,547969
2015,7,14,5,508293
2015,7,14,6,477141
2015,7,14,7,452213
2015,7,14,8,434957
2015,7,14,9,426050
2015,7,14,10,429983
2015,7,14,11,443989
2015,7,14,12,462946
2015,7,14,13,488040
2015,7,14,14,517114
2015,7,14,15,547991
2015,7,14,16,575718
2015,7,14,17,600733
2015,7,14,18,620945
2015,7,14,19,637623
2015,7,14,20,648782
2015,7,14,21,655824
2015,7,14,22,658109
2015,7,14,23,650890
2015,7,14,24,638537
2015,7,15,1,619996
2015,7,15,2,601941
2015,7,15,3,574315
2015,7,15,4,535812
2015,7,15,5,498739
2015,7,15,6,468304
2015,7,15,7,443742
2015,7,15,8,426420
2015,7,15,9,417169
2015,7,15,10,419673
2015,7,15,11,434131
2015,7,15,12,452388
2015,7,15,13,473816
2015,7,15,14,499429
2015,7,15,15,527183
2015,7,15,16,553223
2015,7,15,17,575334
2015,7,15,18,594099
2015,7,15,19,610209
2015,7,15,20,621835
2015,7,15,21,629892
2015,7,15,22,633196
2015,7,15,23,625718
2015,7,15,24,613294
2015,7,16,1,596829
2015,7,16,2,582695
2015,7,16,3,555552
2015,7,16,4,518443
2015,7,16,5,481626
2015,7,16,6,451970
2015,7,16,7,427917
2015,7,16,8,410932
2015,7,16,9,402345
2015,7,16,10,405628
2015,7,16,11,418044
2015,7,16,12,435561
2015,7,16,13,457029
2015,7,16,14,483156
2015,7,16,15,511440
2015,7,16,16,538780
2015,7,16,17,562179
2015,7,16,18,582366
2015,7,16,19,599703
2015,7,16,20,613968
2015,7,16,21,624393
2015,7,16,22,630468
2015,7,16,23,626559
2015,7,16,24,613779
2015,7,17,1,599005
2015,7,17,2,586267
2015,7,17,3,560283
2015,7,17,4,523344
2015,7,17,5,487062
2015,7,17,6,456857
2015,7,17,7,433995
2015,7,17,8,417322
2015,7,17,9,409055
2015,7,17,10,412209
2015,7,17,11,425987
2015,7,17,12,443755
2015,7,17,13,467566
2015,7,17,14,498633
2015,7,17,15,532273
2015,7,17,16,565160
2015,7,17,17,592680
2015,7,17,18,615816
2015,7,17,19,633984
2015,7,17,20,646383
2015,7,17,21,654512
2015,7,17,22,656415
2015,7,17,23,648107
2015,7,17,24,633382
2015,7,18,1,617242
2015,7,18,2,601082
2015,7,18,3,575524
2015,7,18,4,538552
2015,7,18,5,503663
2015,7,18,6,474364
2015,7,18,7,449604
2015,7,18,8,430249
2015,7,18,9,418309
2015,7,18,10,413034
2015,7,18,11,413208
2015,7,18,12,419808
2015,7,18,13,444390
2015,7,18,14,478091
2015,7,18,15,513500
2015,7,18,16,546685
2015,7,18,17,574829
2015,7,18,18,596340
2015,7,18,19,610931
2015,7,18,20,624196
2015,7,18,21,630377
2015,7,18,22,632953
2015,7,18,23,626651
2015,7,18,24,617670
2015,7,19,1,597643
2015,7,19,2,582877
2015,7,19,3,560281
2015,7,19,4,528293
2015,7,19,5,495914
2015,7,19,6,467884
2015,7,19,7,445131
2015,7,19,8,426557
2015,7,19,9,413987
2015,7,19,10,407084
2015,7,19,11,403638
2015,7,19,12,410134
2015,7,19,13,434036
2015,7,19,14,469401
2015,7,19,15,507116
2015,7,19,16,543688
2015,7,19,17,575827
2015,7,19,18,601617
2015,7,19,19,620519
2015,7,19,20,632830
2015,7,19,21,641803
2015,7,19,22,648532
2015,7,19,23,647104
2015,7,19,24,636663
2015,7,20,1,621277
2015,7,20,2,606601
2015,7,20,3,580524
2015,7,20,4,544213
2015,7,20,5,511117
2015,7,20,6,482337
2015,7,20,7,458084
2015,7,20,8,440796
2015,7,20,9,433421
2015,7,20,10,437652
2015,7,20,11,451022
2015,7,20,12,473222
2015,7,20,13,501247
2015,7,20,14,534961
2015,7,20,15,571734
2015,7,20,16,607349
2015,7,20,17,637040
2015,7,20,18,661776
2015,7,20,19,680326
2015,7,20,20,691501
2015,7,20,21,697359
2015,7,20,22,698049
2015,7,20,23,692256
2015,7,20,24,678649
2015,7,21,1,662482
2015,7,21,2,643869
2015,7,21,3,612125
2015,7,21,4,570039
2015,7,21,5,529979
2015,7,21,6,497378
2015,7,21,7,469359
2015,7,21,8,450182
2015,7,21,9,440561
2015,7,21,10,443533
2015,7,21,11,457038
2015,7,21,12,474324
2015,7,21,13,498063
2015,7,21,14,526463
2015,7,21,15,557426
2015,7,21,16,587200
2015,7,21,17,612085
2015,7,21,18,632233
2015,7,21,19,648069
2015,7,21,20,658639
2015,7,21,21,663689
2015,7,21,22,663890
2015,7,21,23,657149
2015,7,21,24,641393
2015,7,22,1,622709
2015,7,22,2,605292
2015,7,22,3,576059
2015,7,22,4,534707
2015,7,22,5,497926
2015,7,22,6,467921
2015,7,22,7,442479
2015,7,22,8,424891
2015,7,22,9,416344
2015,7,22,10,418498
2015,7,22,11,431917
2015,7,22,12,450479
2015,7,22,13,472896
2015,7,22,14,500538
2015,7,22,15,530555
2015,7,22,16,558343
2015,7,22,17,583742
2015,7,22,18,605338
2015,7,22,19,623717
2015,7,22,20,635860
2015,7,22,21,644296
2015,7,22,22,646399
2015,7,22,23,638447
2015,7,22,24,623092
2015,7,23,1,605695
2015,7,23,2,590383
2015,7,23,3,562628
2015,7,23,4,523615
2015,7,23,5,488110
2015,7,23,6,459819
2015,7,23,7,436293
2015,7,23,8,417971
2015,7,23,9,411235
2015,7,23,10,415162
2015,7,23,11,430241
2015,7,23,12,449128
2015,7,23,13,471952
2015,7,23,14,499824
2015,7,23,15,530952
2015,7,23,16,560005
2015,7,23,17,584786
2015,7,23,18,606294
2015,7,23,19,623307
2015,7,23,20,635132
2015,7,23,21,642994
2015,7,23,22,645252
2015,7,23,23,638973
2015,7,23,24,625683
2015,7,24,1,609974
2015,7,24,2,594760
2015,7,24,3,567978
2015,7,24,4,529321
2015,7,24,5,494388
2015,7,24,6,464635
2015,7,24,7,440922
2015,7,24,8,423892
2015,7,24,9,415277
2015,7,24,10,418633
2015,7,24,11,430550
2015,7,24,12,448272
2015,7,24,13,472037
2015,7,24,14,500108
2015,7,24,15,531795
2015,7,24,16,560532
2015,7,24,17,586082
2015,7,24,18,608701
2015,7,24,19,627248
2015,7,24,20,639590
2015,7,24,21,648090
2015,7,24,22,650932
2015,7,24,23,644530
2015,7,24,24,629400
2015,7,25,1,610962
2015,7,25,2,593360
2015,7,25,3,565439
2015,7,25,4,530487
2015,7,25,5,494611
2015,7,25,6,463203
2015,7,25,7,438043
2015,7,25,8,418540
2015,7,25,9,405972
2015,7,25,10,401366
2015,7,25,11,400910
2015,7,25,12,407143
2015,7,25,13,427589
2015,7,25,14,458447
2015,7,25,15,493390
2015,7,25,16,527066
2015,7,25,17,555960
2015,7,25,18,579569
2015,7,25,19,597913
2015,7,25,20,611768
2015,7,25,21,621432
2015,7,25,22,625191
2015,7,25,23,621049
2015,7,25,24,607617
2015,7,26,1,591119
2015,7,26,2,576275
2015,7,26,3,551558
2015,7,26,4,517589
2015,7,26,5,484852
2015,7,26,6,455604
2015,7,26,7,431749
2015,7,26,8,412925
2015,7,26,9,400119
2015,7,26,10,393508
2015,7,26,11,390475
2015,7,26,12,393098
2015,7,26,13,412830
2015,7,26,14,445929
2015,7,26,15,482426
2015,7,26,16,516739
2015,7,26,17,548239
2015,7,26,18,574859
2015,7,26,19,594679
2015,7,26,20,608921
2015,7,26,21,618918
2015,7,26,22,624767
2015,7,26,23,622915
2015,7,26,24,613033
2015,7,27,1,600905
2015,7,27,2,588269
2015,7,27,3,563460
2015,7,27,4,528588
2015,7,27,5,494088
2015,7,27,6,465857
2015,7,27,7,442869
2015,7,27,8,426910
2015,7,27,9,419935
2015,7,27,10,425381
2015,7,27,11,438596
2015,7,27,12,457561
2015,7,27,13,484463
2015,7,27,14,517087
2015,7,27,15,554243
2015,7,27,16,589629
2015,7,27,17,620257
2015,7,27,18,644559
2015,7,27,19,662949
2015,7,27,20,674945
2015,7,27,21,682400
2015,7,27,22,685105
2015,7,27,23,679535
2015,7,27,24,666028
2015,7,28,1,649701
2015,7,28,2,633299
2015,7,28,3,602511
2015,7,28,4,562388
2015,7,28,5,523505
2015,7,28,6,489870
2015,7,28,7,463319
2015,7,28,8,444604
2015,7,28,9,435254
2015,7,28,10,438358
2015,7,28,11,452755
2015,7,28,12,472834
2015,7,28,13,499716
2015,7,28,14,533492
2015,7,28,15,571513
2015,7,28,16,607430
2015,7,28,17,637956
2015,7,28,18,663325
2015,7,28,19,681697
2015,7,28,20,694323
2015,7,28,21,701439
2015,7,28,22,702806
2015,7,28,23,696420
2015,7,28,24,681871
2015,7,29,1,666686
2015,7,29,2,648637
2015,7,29,3,616847
2015,7,29,4,575501
2015,7,29,5,536028
2015,7,29,6,502121
2015,7,29,7,473941
2015,7,29,8,453713
2015,7,29,9,443333
2015,7,29,10,445573
2015,7,29,11,460247
2015,7,29,12,480098
2015,7,29,13,503805
2015,7,29,14,535166
2015,7,29,15,571660
2015,7,29,16,607010
2015,7,29,17,637771
2015,7,29,18,662570
2015,7,29,19,682481
2015,7,29,20,694189
2015,7,29,21,699321
2015,7,29,22,701468
2015,7,29,23,696717
2015,7,29,24,683182
2015,7,30,1,666212
2015,7,30,2,647529
2015,7,30,3,616342
2015,7,30,4,573808
2015,7,30,5,533377
2015,7,30,6,499844
2015,7,30,7,471933
2015,7,30,8,452124
2015,7,30,9,442046
2015,7,30,10,444783
2015,7,30,11,459097
2015,7,30,12,476043
2015,7,30,13,500432
2015,7,30,14,531493
2015,7,30,15,565846
2015,7,30,16,600659
2015,7,30,17,629656
2015,7,30,18,654841
2015,7,30,19,672672
2015,7,30,20,683491
2015,7,30,21,689656
2015,7,30,22,690933
2015,7,30,23,683872
2015,7,30,24,668766
2015,7,31,1,650570
2015,7,31,2,632612
2015,7,31,3,600110
2015,7,31,4,559533
2015,7,31,5,521309
2015,7,31,6,486878
2015,7,31,7,458604
2015,7,31,8,438964
2015,7,31,9,428228
2015,7,31,10,428640
2015,7,31,11,440043
2015,7,31,12,458605
2015,7,31,13,483038
2015,7,31,14,512626
2015,7,31,15,545619
2015,7,31,16,577590
2015,7,31,17,604993
2015,7,31,18,627812
2015,7,31,19,648096
2015,7,31,20,662025
2015,7,31,21,671172
2015,7,31,22,671922
2015,7,31,23,660703
2015,7,31,24,639232
2015,8,1,1,615214
2015,8,1,2,593995
2015,8,1,3,564099
2015,8,1,4,525875
2015,8,1,5,490953
2015,8,1,6,459396
2015,8,1,7,432983
2015,8,1,8,413074
2015,8,1,9,400603
2015,8,1,10,394906
2015,8,1,11,394516
2015,8,1,12,400686
2015,8,1,13,421833
2015,8,1,14,454039
2015,8,1,15,487134
2015,8,1,16,520381
2015,8,1,17,549332
2015,8,1,18,570235
2015,8,1,19,586732
2015,8,1,20,600693
2015,8,1,21,611381
2015,8,1,22,616959
2015,8,1,23,614153
2015,8,1,24,602166
2015,8,2,1,586068
2015,8,2,2,568461
2015,8,2,3,541327
2015,8,2,4,506041
2015,8,2,5,472881
2015,8,2,6,444033
2015,8,2,7,420440
2015,8,2,8,402120
2015,8,2,9,389087
2015,8,2,10,381703
2015,8,2,11,379096
2015,8,2,12,384084
2015,8,2,13,403979
2015,8,2,14,434554
2015,8,2,15,470023
2015,8,2,16,505424
2015,8,2,17,537967
2015,8,2,18,565530
2015,8,2,19,586655
2015,8,2,20,603368
2015,8,2,21,616447
2015,8,2,22,626602
2015,8,2,23,626041
2015,8,2,24,614905
2015,8,3,1,600141
2015,8,3,2,585548
2015,8,3,3,556539
2015,8,3,4,519333
2015,8,3,5,483526
2015,8,3,6,454117
2015,8,3,7,429902
2015,8,3,8,413833
2015,8,3,9,407048
2015,8,3,10,411154
2015,8,3,11,425645
2015,8,3,12,445579
2015,8,3,13,470975
2015,8,3,14,500906
2015,8,3,15,534469
2015,8,3,16,566746
2015,8,3,17,597107
2015,8,3,18,623244
2015,8,3,19,643383
2015,8,3,20,657517
2015,8,3,21,666950
2015,8,3,22,669148
2015,8,3,23,662429
2015,8,3,24,648079
2015,8,4,1,630953
2015,8,4,2,612739
2015,8,4,3,580790
2015,8,4,4,539565
2015,8,4,5,502313
2015,8,4,6,470935
2015,8,4,7,445552
2015,8,4,8,428393
2015,8,4,9,419049
2015,8,4,10,422589
2015,8,4,11,436158
2015,8,4,12,455024
2015,8,4,13,477508
2015,8,4,14,505765
2015,8,4,15,539909
2015,8,4,16,574797
2015,8,4,17,603993
2015,8,4,18,628774
2015,8,4,19,648328
2015,8,4,20,660246
2015,8,4,21,667763
2015,8,4,22,669201
2015,8,4,23,661520
2015,8,4,24,645710
2015,8,5,1,628393
2015,8,5,2,610695
2015,8,5,3,578311
2015,8,5,4,538035
2015,8,5,5,501592
2015,8,5,6,469646
2015,8,5,7,445705
2015,8,5,8,428547
2015,8,5,9,420329
2015,8,5,10,423077
2015,8,5,11,436667
2015,8,5,12,454875
2015,8,5,13,476943
2015,8,5,14,504348
2015,8,5,15,536838
2015,8,5,16,568771
2015,8,5,17,597684
2015,8,5,18,621480
2015,8,5,19,640589
2015,8,5,20,652947
2015,8,5,21,658318
2015,8,5,22,657708
2015,8,5,23,650261
2015,8,5,24,634962
2015,8,6,1,618763
2015,8,6,2,602117
2015,8,6,3,571457
2015,8,6,4,532996
2015,8,6,5,496906
2015,8,6,6,466417
2015,8,6,7,442524
2015,8,6,8,424862
2015,8,6,9,417062
2015,8,6,10,421186
2015,8,6,11,435657
2015,8,6,12,453522
2015,8,6,13,472697
2015,8,6,14,496370
2015,8,6,15,523827
2015,8,6,16,550429
2015,8,6,17,573744
2015,8,6,18,593802
2015,8,6,19,610128
2015,8,6,20,620267
2015,8,6,21,626687
2015,8,6,22,626730
2015,8,6,23,619520
2015,8,6,24,608029
2015,8,7,1,596762
2015,8,7,2,580406
2015,8,7,3,553957
2015,8,7,4,519082
2015,8,7,5,487054
2015,8,7,6,458450
2015,8,7,7,435094
2015,8,7,8,418883
2015,8,7,9,411707
2015,8,7,10,416198
2015,8,7,11,429153
2015,8,7,12,447586
2015,8,7,13,466652
2015,8,7,14,492747
2015,8,7,15,520783
2015,8,7,16,546050
2015,8,7,17,568129
2015,8,7,18,588181
2015,8,7,19,604965
2015,8,7,20,618255
2015,8,7,21,626094
2015,8,7,22,627801
2015,8,7,23,620703
2015,8,7,24,606501
2015,8,8,1,590703
2015,8,8,2,574884
2015,8,8,3,547604
2015,8,8,4,512977
2015,8,8,5,480724
2015,8,8,6,451626
2015,8,8,7,428423
2015,8,8,8,410759
2015,8,8,9,399767
2015,8,8,10,395867
2015,8,8,11,397521
2015,8,8,12,404022
2015,8,8,13,421769
2015,8,8,14,447792
2015,8,8,15,478619
2015,8,8,16,508147
2015,8,8,17,533127
2015,8,8,18,553673
2015,8,8,19,569147
2015,8,8,20,581664
2015,8,8,21,590523
2015,8,8,22,593646
2015,8,8,23,589948
2015,8,8,24,577807
2015,8,9,1,565754
2015,8,9,2,552958
2015,8,9,3,528900
2015,8,9,4,498163
2015,8,9,5,468802
2015,8,9,6,441857
2015,8,9,7,419628
2015,8,9,8,402353
2015,8,9,9,390900
2015,8,9,10,384433
2015,8,9,11,382393
2015,8,9,12,386358
2015,8,9,13,404008
2015,8,9,14,431923
2015,8,9,15,464177
2015,8,9,16,495520
2015,8,9,17,525788
2015,8,9,18,551126
2015,8,9,19,572047
2015,8,9,20,588269
2015,8,9,21,600907
2015,8,9,22,608812
2015,8,9,23,608108
2015,8,9,24,600093
2015,8,10,1,591097
2015,8,10,2,577543
2015,8,10,3,550949
2015,8,10,4,516436
2015,8,10,5,483130
2015,8,10,6,454123
2015,8,10,7,431188
2015,8,10,8,416187
2015,8,10,9,410388
2015,8,10,10,416289
2015,8,10,11,432689
2015,8,10,12,453780
2015,8,10,13,475709
2015,8,10,14,502300
2015,8,10,15,532496
2015,8,10,16,561482
2015,8,10,17,588104
2015,8,10,18,610333
2015,8,10,19,626875
2015,8,10,20,637695
2015,8,10,21,643777
2015,8,10,22,646258
2015,8,10,23,640950
2015,8,10,24,628473
2015,8,11,1,616245
2015,8,11,2,598666
2015,8,11,3,568308
2015,8,11,4,529280
2015,8,11,5,493370
2015,8,11,6,463058
2015,8,11,7,439621
2015,8,11,8,423991
2015,8,11,9,416958
2015,8,11,10,422973
2015,8,11,11,439481
2015,8,11,12,458374
2015,8,11,13,477784
2015,8,11,14,501785
2015,8,11,15,531333
2015,8,11,16,560219
2015,8,11,17,586225
2015,8,11,18,609038
2015,8,11,19,627037
2015,8,11,20,638904
2015,8,11,21,646834
2015,8,11,22,647016
2015,8,11,23,639599
2015,8,11,24,624015
2015,8,12,1,608230
2015,8,12,2,590512
2015,8,12,3,559699
2015,8,12,4,520825
2015,8,12,5,484325
2015,8,12,6,454161
2015,8,12,7,430268
2015,8,12,8,414201
2015,8,12,9,406102
2015,8,12,10,409310
2015,8,12,11,424540
2015,8,12,12,443679
2015,8,12,13,466368
2015,8,12,14,493546
2015,8,12,15,522334
2015,8,12,16,550916
2015,8,12,17,577872
2015,8,12,18,601239
2015,8,12,19,621304
2015,8,12,20,635829
2015,8,12,21,646704
2015,8,12,22,650722
2015,8,12,23,644769
2015,8,12,24,629737
2015,8,13,1,612768
2015,8,13,2,595137
2015,8,13,3,562764
2015,8,13,4,522626
2015,8,13,5,485604
2015,8,13,6,454109
2015,8,13,7,429926
2015,8,13,8,412821
2015,8,13,9,404729
2015,8,13,10,408411
2015,8,13,11,423466
2015,8,13,12,442164
2015,8,13,13,463602
2015,8,13,14,488676
2015,8,13,15,518771
2015,8,13,16,550040
2015,8,13,17,577650
2015,8,13,18,602012
2015,8,13,19,623188
2015,8,13,20,638690
2015,8,13,21,649837
2015,8,13,22,653847
2015,8,13,23,646797
2015,8,13,24,631709
2015,8,14,1,616421
2015,8,14,2,597602
2015,8,14,3,565770
2015,8,14,4,526923
2015,8,14,5,490445
2015,8,14,6,458152
2015,8,14,7,432990
2015,8,14,8,415508
2015,8,14,9,406627
2015,8,14,10,409688
2015,8,14,11,424795
2015,8,14,12,444532
2015,8,14,13,464222
2015,8,14,14,491020
2015,8,14,15,522295
2015,8,14,16,553399
2015,8,14,17,583975
2015,8,14,18,611516
2015,8,14,19,635285
2015,8,14,20,651989
2015,8,14,21,662744
2015,8,14,22,661683
2015,8,14,23,650765
2015,8,14,24,630424
2015,8,15,1,612581
2015,8,15,2,592832
2015,8,15,3,560300
2015,8,15,4,522422
2015,8,15,5,489196
2015,8,15,6,458938
2015,8,15,7,433222
2015,8,15,8,413126
2015,8,15,9,400296
2015,8,15,10,395241
2015,8,15,11,396353
2015,8,15,12,404045
2015,8,15,13,424235
2015,8,15,14,454180
2015,8,15,15,488977
2015,8,15,16,524571
2015,8,15,17,557811
2015,8,15,18,584291
2015,8,15,19,605539
2015,8,15,20,620180
2015,8,15,21,630329
2015,8,15,22,633198
2015,8,15,23,626927
2015,8,15,24,612365
2015,8,16,1,595985
2015,8,16,2,578115
2015,8,16,3,550081
2015,8,16,4,515119
2015,8,16,5,480993
2015,8,16,6,451151
2015,8,16,7,427196
2015,8,16,8,408805
2015,8,16,9,395714
2015,8,16,10,388916
2015,8,16,11,387034
2015,8,16,12,391065
2015,8,16,13,409758
2015,8,16,14,441681
2015,8,16,15,477607
2015,8,16,16,515511
2015,8,16,17,550547
2015,8,16,18,579546
2015,8,16,19,602414
2015,8,16,20,619577
2015,8,16,21,632297
2015,8,16,22,638736
2015,8,16,23,636298
2015,8,16,24,623233
2015,8,17,1,611444
2015,8,17,2,596201
2015,8,17,3,566719
2015,8,17,4,530138
2015,8,17,5,494793
2015,8,17,6,465083
2015,8,17,7,440784
2015,8,17,8,424721
2015,8,17,9,417267
2015,8,17,10,423448
2015,8,17,11,442702
2015,8,17,12,463030
2015,8,17,13,485243
2015,8,17,14,515293
2015,8,17,15,550135
2015,8,17,16,584507
2015,8,17,17,615477
2015,8,17,18,641131
2015,8,17,19,659255
2015,8,17,20,668155
2015,8,17,21,673188
2015,8,17,22,673251
2015,8,17,23,664859
2015,8,17,24,650405
2015,8,18,1,638711
2015,8,18,2,619100
2015,8,18,3,583002
2015,8,18,4,542318
2015,8,18,5,504969
2015,8,18,6,474098
2015,8,18,7,449793
2015,8,18,8,433547
2015,8,18,9,425742
2015,8,18,10,431093
2015,8,18,11,449533
2015,8,18,12,470506
2015,8,18,13,490307
2015,8,18,14,512813
2015,8,18,15,542013
2015,8,18,16,570859
2015,8,18,17,596917
2015,8,18,18,618174
2015,8,18,19,635255
2015,8,18,20,646360
2015,8,18,21,652809
2015,8,18,22,654620
