Chris Clack wind capacity data,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,wind capacity
2006,1,1,1,0.9537
2006,1,1,2,0.9733
2006,1,1,3,0.9943
2006,1,1,4,0.9959
2006,1,1,5,1.0051
2006,1,1,6,1.0247
2006,1,1,7,1.0422
2006,1,1,8,1.0365
2006,1,1,9,1.0309
2006,1,1,10,1.0176
2006,1,1,11,1.0131
2006,1,1,12,1.0059
2006,1,1,13,0.995
2006,1,1,14,0.9974
2006,1,1,15,1.0121
2006,1,1,16,1.0154
2006,1,1,17,1.0027
2006,1,1,18,1.0027
2006,1,1,19,0.9599
2006,1,1,20,0.9855
2006,1,1,21,1.0107
2006,1,1,22,1.0395
2006,1,1,23,1.0883
2006,1,1,24,1.1291
2006,1,2,1,1.1397
2006,1,2,2,1.1566
2006,1,2,3,1.1525
2006,1,2,4,1.1562
2006,1,2,5,1.1491
2006,1,2,6,1.1289
2006,1,2,7,1.1172
2006,1,2,8,1.1108
2006,1,2,9,1.1153
2006,1,2,10,1.1038
2006,1,2,11,1.0973
2006,1,2,12,1.0871
2006,1,2,13,1.0824
2006,1,2,14,1.0755
2006,1,2,15,1.0628
2006,1,2,16,1.042
2006,1,2,17,0.9647
2006,1,2,18,0.922
2006,1,2,19,0.8542
2006,1,2,20,0.8729
2006,1,2,21,0.8945
2006,1,2,22,0.9408
2006,1,2,23,0.9805
2006,1,2,24,0.9835
2006,1,3,1,0.9676
2006,1,3,2,0.9801
2006,1,3,3,0.99
2006,1,3,4,0.9928
2006,1,3,5,1.0095
2006,1,3,6,1.0234
2006,1,3,7,1.0084
2006,1,3,8,1.0006
2006,1,3,9,0.9963
2006,1,3,10,0.9928
2006,1,3,11,0.9992
2006,1,3,12,1.0053
2006,1,3,13,0.9914
2006,1,3,14,0.9895
2006,1,3,15,0.9947
2006,1,3,16,1.013
2006,1,3,17,0.9888
2006,1,3,18,0.9565
2006,1,3,19,0.9589
2006,1,3,20,0.9774
2006,1,3,21,1.0074
2006,1,3,22,1.0334
2006,1,3,23,1.0649
2006,1,3,24,1.0877
2006,1,4,1,1.0997
2006,1,4,2,1.133
2006,1,4,3,1.1525
2006,1,4,4,1.1581
2006,1,4,5,1.1566
2006,1,4,6,1.1617
2006,1,4,7,1.1496
2006,1,4,8,1.1466
2006,1,4,9,1.1288
2006,1,4,10,1.1119
2006,1,4,11,1.1054
2006,1,4,12,1.0976
2006,1,4,13,1.056
2006,1,4,14,1.0459
2006,1,4,15,1.033
2006,1,4,16,1.0147
2006,1,4,17,0.9929
2006,1,4,18,0.95
2006,1,4,19,0.9053
2006,1,4,20,0.8752
2006,1,4,21,0.872
2006,1,4,22,0.8759
2006,1,4,23,0.8942
2006,1,4,24,0.9168
2006,1,5,1,0.9148
2006,1,5,2,0.9667
2006,1,5,3,1.0105
2006,1,5,4,1.0365
2006,1,5,5,1.0292
2006,1,5,6,1.0446
2006,1,5,7,1.0644
2006,1,5,8,1.0758
2006,1,5,9,1.0937
2006,1,5,10,1.101
2006,1,5,11,1.0932
2006,1,5,12,1.0899
2006,1,5,13,1.0705
2006,1,5,14,1.0822
2006,1,5,15,1.0906
2006,1,5,16,1.0867
2006,1,5,17,1.0708
2006,1,5,18,1.0502
2006,1,5,19,1.0416
2006,1,5,20,1.0553
2006,1,5,21,1.0715
2006,1,5,22,1.0948
2006,1,5,23,1.1229
2006,1,5,24,1.1317
2006,1,6,1,1.1185
2006,1,6,2,1.1338
2006,1,6,3,1.1681
2006,1,6,4,1.1878
2006,1,6,5,1.1949
2006,1,6,6,1.209
2006,1,6,7,1.2153
2006,1,6,8,1.2233
2006,1,6,9,1.2284
2006,1,6,10,1.2234
2006,1,6,11,1.2142
2006,1,6,12,1.1966
2006,1,6,13,1.1495
2006,1,6,14,1.1393
2006,1,6,15,1.1356
2006,1,6,16,1.1256
2006,1,6,17,1.0809
2006,1,6,18,1.0276
2006,1,6,19,0.9764
2006,1,6,20,0.9408
2006,1,6,21,0.9361
2006,1,6,22,0.9423
2006,1,6,23,0.9315
2006,1,6,24,0.946
2006,1,7,1,0.959
2006,1,7,2,0.981
2006,1,7,3,0.981
2006,1,7,4,0.9846
2006,1,7,5,0.9734
2006,1,7,6,0.9786
2006,1,7,7,0.9867
2006,1,7,8,0.9919
2006,1,7,9,0.9938
2006,1,7,10,1.0112
2006,1,7,11,1.0169
2006,1,7,12,1.0145
2006,1,7,13,0.989
2006,1,7,14,1.0002
2006,1,7,15,0.9917
2006,1,7,16,0.9825
2006,1,7,17,0.9344
2006,1,7,18,0.8713
2006,1,7,19,0.8193
2006,1,7,20,0.8236
2006,1,7,21,0.8472
2006,1,7,22,0.8532
2006,1,7,23,0.8626
2006,1,7,24,0.8909
2006,1,8,1,0.9129
2006,1,8,2,0.952
2006,1,8,3,0.992
2006,1,8,4,1.0235
2006,1,8,5,1.0253
2006,1,8,6,1.0306
2006,1,8,7,1.0339
2006,1,8,8,1.0313
2006,1,8,9,1.0173
2006,1,8,10,1.0093
2006,1,8,11,1.0071
2006,1,8,12,1.007
2006,1,8,13,0.9908
2006,1,8,14,0.9934
2006,1,8,15,1.0073
2006,1,8,16,1.0117
2006,1,8,17,1.0047
2006,1,8,18,0.9923
2006,1,8,19,0.9785
2006,1,8,20,0.9777
2006,1,8,21,0.9961
2006,1,8,22,1.0106
2006,1,8,23,1.0521
2006,1,8,24,1.1009
2006,1,9,1,1.1371
2006,1,9,2,1.1793
2006,1,9,3,1.2263
2006,1,9,4,1.2536
2006,1,9,5,1.2703
2006,1,9,6,1.2968
2006,1,9,7,1.3
2006,1,9,8,1.2904
2006,1,9,9,1.2865
2006,1,9,10,1.2758
2006,1,9,11,1.2579
2006,1,9,12,1.2639
2006,1,9,13,1.2519
2006,1,9,14,1.2352
2006,1,9,15,1.2697
2006,1,9,16,1.2598
2006,1,9,17,1.2299
2006,1,9,18,1.2087
2006,1,9,19,1.176
2006,1,9,20,1.1584
2006,1,9,21,1.1484
2006,1,9,22,1.168
2006,1,9,23,1.1855
2006,1,9,24,1.2175
2006,1,10,1,1.2288
2006,1,10,2,1.2425
2006,1,10,3,1.2529
2006,1,10,4,1.2521
2006,1,10,5,1.2655
2006,1,10,6,1.2808
2006,1,10,7,1.2803
2006,1,10,8,1.261
2006,1,10,9,1.2656
2006,1,10,10,1.245
2006,1,10,11,1.2431
2006,1,10,12,1.2382
2006,1,10,13,1.1841
2006,1,10,14,1.1882
2006,1,10,15,1.1966
2006,1,10,16,1.2018
2006,1,10,17,1.1566
2006,1,10,18,1.0847
2006,1,10,19,1.0359
2006,1,10,20,1.0261
2006,1,10,21,1.0322
2006,1,10,22,1.0352
2006,1,10,23,1.0524
2006,1,10,24,1.082
2006,1,11,1,1.0992
2006,1,11,2,1.1173
2006,1,11,3,1.138
2006,1,11,4,1.1422
2006,1,11,5,1.1322
2006,1,11,6,1.1415
2006,1,11,7,1.1229
2006,1,11,8,1.0971
2006,1,11,9,1.0754
2006,1,11,10,1.0441
2006,1,11,11,1.0402
2006,1,11,12,1.0244
2006,1,11,13,0.9625
2006,1,11,14,0.9359
2006,1,11,15,0.915
2006,1,11,16,0.9073
2006,1,11,17,0.8646
2006,1,11,18,0.8253
2006,1,11,19,0.8135
2006,1,11,20,0.8185
2006,1,11,21,0.8486
2006,1,11,22,0.8803
2006,1,11,23,0.8991
2006,1,11,24,0.9441
2006,1,12,1,0.9901
2006,1,12,2,1.0211
2006,1,12,3,1.0571
2006,1,12,4,1.07
2006,1,12,5,1.0674
2006,1,12,6,1.0643
2006,1,12,7,1.0808
2006,1,12,8,1.0672
2006,1,12,9,1.0562
2006,1,12,10,1.0603
2006,1,12,11,1.0609
2006,1,12,12,1.0535
2006,1,12,13,1.0273
2006,1,12,14,1.0434
2006,1,12,15,1.048
2006,1,12,16,1.0334
2006,1,12,17,1.001
2006,1,12,18,0.9864
2006,1,12,19,0.9851
2006,1,12,20,0.9861
2006,1,12,21,0.993
2006,1,12,22,0.9881
2006,1,12,23,0.9896
2006,1,12,24,1.0144
2006,1,13,1,0.9927
2006,1,13,2,1.0191
2006,1,13,3,1.0545
2006,1,13,4,1.0774
2006,1,13,5,1.0932
2006,1,13,6,1.1054
2006,1,13,7,1.1118
2006,1,13,8,1.1127
2006,1,13,9,1.1032
2006,1,13,10,1.0929
2006,1,13,11,1.0758
2006,1,13,12,1.0683
2006,1,13,13,1.0542
2006,1,13,14,1.0628
2006,1,13,15,1.0573
2006,1,13,16,1.0541
2006,1,13,17,1.0563
2006,1,13,18,1.035
2006,1,13,19,1.0344
2006,1,13,20,1.0463
2006,1,13,21,1.0649
2006,1,13,22,1.0894
2006,1,13,23,1.1058
2006,1,13,24,1.1397
2006,1,14,1,1.1239
2006,1,14,2,1.1696
2006,1,14,3,1.2263
2006,1,14,4,1.2632
2006,1,14,5,1.2748
2006,1,14,6,1.2895
2006,1,14,7,1.3081
2006,1,14,8,1.3246
2006,1,14,9,1.3336
2006,1,14,10,1.328
2006,1,14,11,1.3487
2006,1,14,12,1.3621
2006,1,14,13,1.3646
2006,1,14,14,1.3924
2006,1,14,15,1.4065
2006,1,14,16,1.4222
2006,1,14,17,1.3939
2006,1,14,18,1.3472
2006,1,14,19,1.3061
2006,1,14,20,1.2851
2006,1,14,21,1.2792
2006,1,14,22,1.2914
2006,1,14,23,1.3026
2006,1,14,24,1.2931
2006,1,15,1,1.2866
2006,1,15,2,1.2935
2006,1,15,3,1.3149
2006,1,15,4,1.3455
2006,1,15,5,1.3442
2006,1,15,6,1.3374
2006,1,15,7,1.3355
2006,1,15,8,1.3149
2006,1,15,9,1.3184
2006,1,15,10,1.3134
2006,1,15,11,1.2836
2006,1,15,12,1.2851
2006,1,15,13,1.2879
2006,1,15,14,1.2747
2006,1,15,15,1.2732
2006,1,15,16,1.2726
2006,1,15,17,1.2569
2006,1,15,18,1.2723
2006,1,15,19,1.3074
2006,1,15,20,1.3496
2006,1,15,21,1.3804
2006,1,15,22,1.4094
2006,1,15,23,1.4294
2006,1,15,24,1.4394
2006,1,16,1,1.4461
2006,1,16,2,1.4797
2006,1,16,3,1.4947
2006,1,16,4,1.4991
2006,1,16,5,1.4875
2006,1,16,6,1.4783
2006,1,16,7,1.4568
2006,1,16,8,1.4336
2006,1,16,9,1.4186
2006,1,16,10,1.4235
2006,1,16,11,1.4164
2006,1,16,12,1.4264
2006,1,16,13,1.3966
2006,1,16,14,1.3992
2006,1,16,15,1.422
2006,1,16,16,1.4354
2006,1,16,17,1.4325
2006,1,16,18,1.4418
2006,1,16,19,1.4411
2006,1,16,20,1.4234
2006,1,16,21,1.4223
2006,1,16,22,1.4434
2006,1,16,23,1.4889
2006,1,16,24,1.5429
2006,1,17,1,1.5519
2006,1,17,2,1.5723
2006,1,17,3,1.5828
2006,1,17,4,1.5775
2006,1,17,5,1.5921
2006,1,17,6,1.5877
2006,1,17,7,1.5956
2006,1,17,8,1.5859
2006,1,17,9,1.5894
2006,1,17,10,1.578
2006,1,17,11,1.5854
2006,1,17,12,1.594
2006,1,17,13,1.5683
2006,1,17,14,1.5545
2006,1,17,15,1.5481
2006,1,17,16,1.5447
2006,1,17,17,1.512
2006,1,17,18,1.4703
2006,1,17,19,1.4504
2006,1,17,20,1.4193
2006,1,17,21,1.4126
2006,1,17,22,1.4102
2006,1,17,23,1.4257
2006,1,17,24,1.395
2006,1,18,1,1.3415
2006,1,18,2,1.3091
2006,1,18,3,1.3131
2006,1,18,4,1.3457
2006,1,18,5,1.3717
2006,1,18,6,1.3797
2006,1,18,7,1.3975
2006,1,18,8,1.4132
2006,1,18,9,1.4267
2006,1,18,10,1.4184
2006,1,18,11,1.4001
2006,1,18,12,1.4022
2006,1,18,13,1.386
2006,1,18,14,1.4101
2006,1,18,15,1.4188
2006,1,18,16,1.4185
2006,1,18,17,1.3785
2006,1,18,18,1.3724
2006,1,18,19,1.3724
2006,1,18,20,1.3617
2006,1,18,21,1.3798
2006,1,18,22,1.4055
2006,1,18,23,1.3996
2006,1,18,24,1.3889
2006,1,19,1,1.3913
2006,1,19,2,1.4032
2006,1,19,3,1.4257
2006,1,19,4,1.4508
2006,1,19,5,1.4416
2006,1,19,6,1.4456
2006,1,19,7,1.424
2006,1,19,8,1.4138
2006,1,19,9,1.3904
2006,1,19,10,1.3628
2006,1,19,11,1.3449
2006,1,19,12,1.3452
2006,1,19,13,1.3328
2006,1,19,14,1.3339
2006,1,19,15,1.3588
2006,1,19,16,1.3565
2006,1,19,17,1.3295
2006,1,19,18,1.3035
2006,1,19,19,1.2813
2006,1,19,20,1.2574
2006,1,19,21,1.2368
2006,1,19,22,1.2369
2006,1,19,23,1.2535
2006,1,19,24,1.2594
2006,1,20,1,1.2516
2006,1,20,2,1.2892
2006,1,20,3,1.3012
2006,1,20,4,1.3217
2006,1,20,5,1.3167
2006,1,20,6,1.3009
2006,1,20,7,1.2914
2006,1,20,8,1.2832
2006,1,20,9,1.2475
2006,1,20,10,1.1803
2006,1,20,11,1.1641
2006,1,20,12,1.1481
2006,1,20,13,1.1011
2006,1,20,14,1.0753
2006,1,20,15,1.0533
2006,1,20,16,1.0401
2006,1,20,17,1.0113
2006,1,20,18,0.9901
2006,1,20,19,0.9527
2006,1,20,20,0.9235
2006,1,20,21,0.9023
2006,1,20,22,0.9088
2006,1,20,23,0.9412
2006,1,20,24,0.9657
2006,1,21,1,0.9822
2006,1,21,2,1.01
2006,1,21,3,1.3012
2006,1,21,4,1.3217
2006,1,21,5,1.044
2006,1,21,6,1.0423
2006,1,21,7,1.0601
2006,1,21,8,1.063
2006,1,21,9,1.0334
2006,1,21,10,1.0188
2006,1,21,11,1.0439
2006,1,21,12,1.0602
2006,1,21,13,1.0372
2006,1,21,14,1.0323
2006,1,21,15,1.061
2006,1,21,16,1.0712
2006,1,21,17,1.0609
2006,1,21,18,1.0138
2006,1,21,19,0.9898
2006,1,21,20,0.9608
2006,1,21,21,0.9536
2006,1,21,22,0.9658
2006,1,21,23,0.9944
2006,1,21,24,1.0019
2006,1,22,1,1.0178
2006,1,22,2,1.0747
2006,1,22,3,1.106
2006,1,22,4,1.1179
2006,1,22,5,1.1243
2006,1,22,6,1.1307
2006,1,22,7,1.1281
2006,1,22,8,1.12
2006,1,22,9,1.1231
2006,1,22,10,1.1205
2006,1,22,11,1.13
2006,1,22,12,1.1497
2006,1,22,13,1.1131
2006,1,22,14,1.1038
2006,1,22,15,1.1207
2006,1,22,16,1.1474
2006,1,22,17,1.1161
2006,1,22,18,1.0717
2006,1,22,19,1.0593
2006,1,22,20,1.0427
2006,1,22,21,1.0314
2006,1,22,22,1.061
2006,1,22,23,1.11
2006,1,22,24,1.1467
2006,1,23,1,1.1553
2006,1,23,2,1.1857
2006,1,23,3,1.2064
2006,1,23,4,1.226
2006,1,23,5,1.2373
2006,1,23,6,1.2378
2006,1,23,7,1.2259
2006,1,23,8,1.2081
2006,1,23,9,1.2202
2006,1,23,10,1.2007
2006,1,23,11,1.2006
2006,1,23,12,1.1954
2006,1,23,13,1.158
2006,1,23,14,1.1401
2006,1,23,15,1.1452
2006,1,23,16,1.1408
2006,1,23,17,1.1041
2006,1,23,18,1.07
2006,1,23,19,1.077
2006,1,23,20,1.0833
2006,1,23,21,1.1135
2006,1,23,22,1.1437
2006,1,23,23,1.1664
2006,1,23,24,1.1688
2006,1,24,1,1.1511
2006,1,24,2,1.1874
2006,1,24,3,1.1978
2006,1,24,4,1.2143
2006,1,24,5,1.2243
2006,1,24,6,1.2171
2006,1,24,7,1.2231
2006,1,24,8,1.2191
2006,1,24,9,1.2026
2006,1,24,10,1.1924
2006,1,24,11,1.1812
2006,1,24,12,1.1599
2006,1,24,13,1.1264
2006,1,24,14,1.1173
2006,1,24,15,1.1294
2006,1,24,16,1.1232
2006,1,24,17,1.084
2006,1,24,18,1.0501
2006,1,24,19,1.0465
2006,1,24,20,1.0483
2006,1,24,21,1.0718
2006,1,24,22,1.0977
2006,1,24,23,1.1177
2006,1,24,24,1.1373
2006,1,25,1,1.1273
2006,1,25,2,1.1531
2006,1,25,3,1.185
2006,1,25,4,1.208
2006,1,25,5,1.2066
2006,1,25,6,1.2053
2006,1,25,7,1.226
2006,1,25,8,1.2319
2006,1,25,9,1.2208
2006,1,25,10,1.2157
2006,1,25,11,1.2256
2006,1,25,12,1.2347
2006,1,25,13,1.2249
2006,1,25,14,1.2117
2006,1,25,15,1.2065
2006,1,25,16,1.2081
2006,1,25,17,1.2062
2006,1,25,18,1.1932
2006,1,25,19,1.169
2006,1,25,20,1.1596
2006,1,25,21,1.1703
2006,1,25,22,1.1864
2006,1,25,23,1.213
2006,1,25,24,1.2402
2006,1,26,1,1.2685
2006,1,26,2,1.3032
2006,1,26,3,1.3336
2006,1,26,4,1.3453
2006,1,26,5,1.3418
2006,1,26,6,1.3493
2006,1,26,7,1.3643
2006,1,26,8,1.3478
2006,1,26,9,1.3506
2006,1,26,10,1.3545
2006,1,26,11,1.3626
2006,1,26,12,1.3714
2006,1,26,13,1.3438
2006,1,26,14,1.3436
2006,1,26,15,1.3342
2006,1,26,16,1.3388
2006,1,26,17,1.3219
2006,1,26,18,1.305
2006,1,26,19,1.3066
2006,1,26,20,1.3196
2006,1,26,21,1.3553
2006,1,26,22,1.3858
2006,1,26,23,1.4381
2006,1,26,24,1.4748
2006,1,27,1,1.4729
2006,1,27,2,1.5092
2006,1,27,3,1.5337
2006,1,27,4,1.5465
2006,1,27,5,1.5609
2006,1,27,6,1.581
2006,1,27,7,1.6164
2006,1,27,8,1.6133
2006,1,27,9,1.607
2006,1,27,10,1.5897
2006,1,27,11,1.5645
2006,1,27,12,1.5456
2006,1,27,13,1.4956
2006,1,27,14,1.4749
2006,1,27,15,1.4796
2006,1,27,16,1.4661
2006,1,27,17,1.42
2006,1,27,18,1.3809
2006,1,27,19,1.3755
2006,1,27,20,1.4013
2006,1,27,21,1.4276
2006,1,27,22,1.4512
2006,1,27,23,1.4573
2006,1,27,24,1.4714
2006,1,28,1,1.4529
2006,1,28,2,1.4907
2006,1,28,3,1.5307
2006,1,28,4,1.5662
2006,1,28,5,1.5609
2006,1,28,6,1.581
2006,1,28,7,1.6164
2006,1,28,8,1.6133
2006,1,28,9,1.607
2006,1,28,10,1.5897
2006,1,28,11,1.5645
2006,1,28,12,1.5456
2006,1,28,13,1.4956
2006,1,28,14,1.4749
2006,1,28,15,1.4796
2006,1,28,16,1.4661
2006,1,28,17,1.42
2006,1,28,18,1.3809
2006,1,28,19,1.3755
2006,1,28,20,1.4013
2006,1,28,21,1.4276
2006,1,28,22,1.4512
2006,1,28,23,1.4573
2006,1,28,24,1.4714
2006,1,29,1,1.1956
2006,1,29,2,1.0604
2006,1,29,3,1.2355
2006,1,29,4,1.5662
2006,1,29,5,1.1939
2006,1,29,6,1.2888
2006,1,29,7,1.3547
2006,1,29,8,1.3908
2006,1,29,9,1.4105
2006,1,29,10,1.3904
2006,1,29,11,1.367
2006,1,29,12,1.3508
2006,1,29,13,1.2927
2006,1,29,14,1.2834
2006,1,29,15,1.2784
2006,1,29,16,1.2892
2006,1,29,17,1.2638
2006,1,29,18,1.2181
2006,1,29,19,1.229
2006,1,29,20,1.2303
2006,1,29,21,1.2353
2006,1,29,22,1.2502
2006,1,29,23,1.2452
2006,1,29,24,1.2543
2006,1,30,1,1.2522
2006,1,30,2,1.2822
2006,1,30,3,1.2991
2006,1,30,4,1.3061
2006,1,30,5,1.3121
2006,1,30,6,1.3124
2006,1,30,7,1.3
2006,1,30,8,1.2936
2006,1,30,9,1.3035
2006,1,30,10,1.3012
2006,1,30,11,1.2802
2006,1,30,12,1.2601
2006,1,30,13,1.205
2006,1,30,14,1.2023
2006,1,30,15,1.1915
2006,1,30,16,1.1679
2006,1,30,17,1.1302
2006,1,30,18,1.08
2006,1,30,19,1.0596
2006,1,30,20,1.065
2006,1,30,21,1.0921
2006,1,30,22,1.0999
2006,1,30,23,1.1389
2006,1,30,24,1.1566
2006,1,31,1,1.1352
2006,1,31,2,1.1653
2006,1,31,3,1.1847
2006,1,31,4,1.193
2006,1,31,5,1.1976
2006,1,31,6,1.2261
2006,1,31,7,1.2472
2006,1,31,8,1.2432
2006,1,31,9,1.2517
2006,1,31,10,1.2641
2006,1,31,11,1.2515
2006,1,31,12,1.2626
2006,1,31,13,1.2373
2006,1,31,14,1.258
2006,1,31,15,1.2671
2006,1,31,16,1.2595
2006,1,31,17,1.1985
2006,1,31,18,1.1668
2006,1,31,19,1.1795
2006,1,31,20,1.1931
2006,1,31,21,1.2245
2006,1,31,22,1.2499
2006,1,31,23,1.2762
2006,1,31,24,1.3004
2006,2,1,1,1.294
2006,2,1,2,1.3157
2006,2,1,3,1.3136
2006,2,1,4,1.3193
2006,2,1,5,1.3116
2006,2,1,6,1.2952
2006,2,1,7,1.3011
2006,2,1,8,1.2965
2006,2,1,9,1.2796
2006,2,1,10,1.2666
2006,2,1,11,1.2269
2006,2,1,12,1.1979
2006,2,1,13,1.1683
2006,2,1,14,1.152
2006,2,1,15,1.153
2006,2,1,16,1.1154
2006,2,1,17,1.0619
2006,2,1,18,1.017
2006,2,1,19,1.0154
2006,2,1,20,1.0119
2006,2,1,21,1.0313
2006,2,1,22,1.0593
2006,2,1,23,1.0717
2006,2,1,24,1.0964
2006,2,2,1,1.0992
2006,2,2,2,1.1177
2006,2,2,3,1.1411
2006,2,2,4,1.1637
2006,2,2,5,1.1709
2006,2,2,6,1.1649
2006,2,2,7,1.1493
2006,2,2,8,1.1306
2006,2,2,9,1.1064
2006,2,2,10,1.083
2006,2,2,11,1.054
2006,2,2,12,1.0407
2006,2,2,13,1.0095
2006,2,2,14,0.9796
2006,2,2,15,0.9644
2006,2,2,16,0.9345
2006,2,2,17,0.8745
2006,2,2,18,0.8279
2006,2,2,19,0.8266
2006,2,2,20,0.8355
2006,2,2,21,0.8537
2006,2,2,22,0.9141
2006,2,2,23,0.9552
2006,2,2,24,0.9775
2006,2,3,1,0.9828
2006,2,3,2,0.9864
2006,2,3,3,0.9895
2006,2,3,4,1.0066
2006,2,3,5,1.018
2006,2,3,6,1.0317
2006,2,3,7,1.0464
2006,2,3,8,1.0514
2006,2,3,9,1.0321
2006,2,3,10,1.0411
2006,2,3,11,1.0539
2006,2,3,12,1.0575
2006,2,3,13,1.0305
2006,2,3,14,1.031
2006,2,3,15,1.0416
2006,2,3,16,1.022
2006,2,3,17,0.9768
2006,2,3,18,0.9369
2006,2,3,19,0.9139
2006,2,3,20,0.9314
2006,2,3,21,0.9628
2006,2,3,22,1.0238
2006,2,3,23,1.0732
2006,2,3,24,1.1009
2006,2,4,1,1.1055
2006,2,4,2,1.1253
2006,2,4,3,1.1432
2006,2,4,4,1.159
2006,2,4,5,1.1818
2006,2,4,6,1.2044
2006,2,4,7,1.2228
2006,2,4,8,1.226
2006,2,4,9,1.2248
2006,2,4,10,1.2183
2006,2,4,11,1.2158
2006,2,4,12,1.233
2006,2,4,13,1.2153
2006,2,4,14,1.239
2006,2,4,15,1.2551
2006,2,4,16,1.2652
2006,2,4,17,1.2409
2006,2,4,18,1.1973
2006,2,4,19,1.1793
2006,2,4,20,1.1732
2006,2,4,21,1.2134
2006,2,4,22,1.2562
2006,2,4,23,1.3072
2006,2,4,24,1.3396
2006,2,5,1,1.3361
2006,2,5,2,1.3729
2006,2,5,3,1.3974
2006,2,5,4,1.421
2006,2,5,5,1.4205
2006,2,5,6,1.4012
2006,2,5,7,1.4115
2006,2,5,8,1.386
2006,2,5,9,1.3817
2006,2,5,10,1.3974
2006,2,5,11,1.3809
2006,2,5,12,1.394
2006,2,5,13,1.3836
2006,2,5,14,1.3927
2006,2,5,15,1.4087
2006,2,5,16,1.4009
2006,2,5,17,1.389
2006,2,5,18,1.3738
2006,2,5,19,1.3616
2006,2,5,20,1.3607
2006,2,5,21,1.3772
2006,2,5,22,1.3972
2006,2,5,23,1.393
2006,2,5,24,1.3845
2006,2,6,1,1.3731
2006,2,6,2,1.4014
2006,2,6,3,1.4291
2006,2,6,4,1.4353
2006,2,6,5,1.4364
2006,2,6,6,1.4261
2006,2,6,7,1.3882
2006,2,6,8,1.3579
2006,2,6,9,1.3263
2006,2,6,10,1.3024
2006,2,6,11,1.2899
2006,2,6,12,1.2896
2006,2,6,13,1.2502
2006,2,6,14,1.2635
2006,2,6,15,1.2677
2006,2,6,16,1.2582
2006,2,6,17,1.2286
2006,2,6,18,1.1762
2006,2,6,19,1.1482
2006,2,6,20,1.1208
2006,2,6,21,1.1074
2006,2,6,22,1.0907
2006,2,6,23,1.0848
2006,2,6,24,1.0884
2006,2,7,1,1.3731
2006,2,7,2,1.1096
2006,2,7,3,1.1187
2006,2,7,4,1.1144
2006,2,7,5,1.1075
2006,2,7,6,1.1052
2006,2,7,7,1.1083
2006,2,7,8,1.1101
2006,2,7,9,1.0977
2006,2,7,10,1.0715
2006,2,7,11,1.0258
2006,2,7,12,1.0054
2006,2,7,13,0.9877
2006,2,7,14,1.0113
2006,2,7,15,1.0177
2006,2,7,16,1.0174
2006,2,7,17,0.9846
2006,2,7,18,0.9563
2006,2,7,19,0.9348
2006,2,7,20,0.9168
2006,2,7,21,0.9063
2006,2,7,22,0.9022
2006,2,7,23,0.913
2006,2,7,24,0.9352
2006,2,8,1,0.9647
2006,2,8,2,1.0065
2006,2,8,3,1.038
2006,2,8,4,1.0367
2006,2,8,5,1.0154
2006,2,8,6,1.0053
2006,2,8,7,0.9776
2006,2,8,8,0.9542
2006,2,8,9,0.9261
2006,2,8,10,0.9008
2006,2,8,11,0.8733
2006,2,8,12,0.874
2006,2,8,13,0.8451
2006,2,8,14,0.8428
2006,2,8,15,0.812
2006,2,8,16,0.7855
2006,2,8,17,0.7307
2006,2,8,18,0.686
2006,2,8,19,0.6613
2006,2,8,20,0.6394
2006,2,8,21,0.6586
2006,2,8,22,0.6739
2006,2,8,23,0.6838
2006,2,8,24,0.7235
2006,2,9,1,0.7483
2006,2,9,2,0.792
2006,2,9,3,0.8472
2006,2,9,4,0.7832
2006,2,9,5,0.7588
2006,2,9,6,0.854
2006,2,9,7,0.9172
2006,2,9,8,0.9628
2006,2,9,9,0.9805
2006,2,9,10,0.9799
2006,2,9,11,0.9762
2006,2,9,12,0.9696
2006,2,9,13,0.9651
2006,2,9,14,0.9936
2006,2,9,15,0.999
2006,2,9,16,1.0035
2006,2,9,17,0.9991
2006,2,9,18,0.9833
2006,2,9,19,0.9653
2006,2,9,20,0.9659
2006,2,9,21,0.9805
2006,2,9,22,0.9919
2006,2,9,23,1.0149
2006,2,9,24,1.0515
2006,2,10,1,1.0694
2006,2,10,2,1.111
2006,2,10,3,1.1263
2006,2,10,4,1.1382
2006,2,10,5,1.1479
2006,2,10,6,1.1653
2006,2,10,7,1.1765
2006,2,10,8,1.1963
2006,2,10,9,1.1895
2006,2,10,10,1.1878
2006,2,10,11,1.1888
2006,2,10,12,1.1909
2006,2,10,13,1.1748
2006,2,10,14,1.1547
2006,2,10,15,1.1132
2006,2,10,16,1.0893
2006,2,10,17,1.0928
2006,2,10,18,1.0956
2006,2,10,19,1.0817
2006,2,10,20,1.0693
2006,2,10,21,1.0722
2006,2,10,22,1.0683
2006,2,10,23,1.1051
2006,2,10,24,1.1472
2006,2,11,1,1.1776
2006,2,11,2,1.2108
2006,2,11,3,1.216
2006,2,11,4,1.2183
2006,2,11,5,1.2321
2006,2,11,6,1.2385
2006,2,11,7,1.2267
2006,2,11,8,1.2142
2006,2,11,9,1.1992
2006,2,11,10,1.2121
2006,2,11,11,1.2378
2006,2,11,12,1.2173
2006,2,11,13,1.1976
2006,2,11,14,1.2079
2006,2,11,15,1.2009
2006,2,11,16,1.2114
2006,2,11,17,1.2093
